Internal ID,ID,Name,Email,Phone,Office Phone,Fax,Alt. Email,Web Address,Billing Address,Shipping Address,Inactive,subsidiary_id,subsidiary_name
356,V642,U.S. FOAM CORPORATION,CORY@US-FOAM.COM,(800) 830-2183,,(513) 528-9000,,,"U.S. FOAM CORPORATION
7412 JAGER COURT
CINCINNATI OH 45230
United States","U.S. FOAM CORPORATION
7412 JAGER COURT
CINCINNATI OH 45230
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
356,V642,U.S. FOAM CORPORATION,CORY@US-FOAM.COM,(800) 830-2183,,(513) 528-9000,,,"U.S. FOAM CORPORATION
7412 JAGER COURT
CINCINNATI OH 45230
United States","U.S. FOAM CORPORATION
7412 JAGER COURT
CINCINNATI OH 45230
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
357,V643,WESTERN STATES WHOLESALE,ROSEH@WSWCORP.COM,(909) 241-8158,,(800) 540-7557,,,"WESTERN STATES WHOLESALE
1420 S. BON VIEW AVE.
ONTARIO,  CA 91761
United States","WESTERN STATES WHOLESALE
1420 S. BON VIEW AVE.
ONTARIO,  CA 91761
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
357,V643,WESTERN STATES WHOLESALE,ROSEH@WSWCORP.COM,(909) 241-8158,,(800) 540-7557,,,"WESTERN STATES WHOLESALE
1420 S. BON VIEW AVE.
ONTARIO,  CA 91761
United States","WESTERN STATES WHOLESALE
1420 S. BON VIEW AVE.
ONTARIO,  CA 91761
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
358,V644,IRRIGATION XPRES/SIMPLE TURF,ARTIFICIALGRASSWHOLESALES@GMAIL.COM,(818) 896-6633,,(818) 896-6263,,,"IRRIGATION XPRES/SIMPLE TURF
13650 VAUGHN ST.
SAN FERNANDO CA 91340
United States","IRRIGATION XPRES/SIMPLE TURF
13650 VAUGHN ST.
SAN FERNANDO CA 91340
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
358,V644,IRRIGATION XPRES/SIMPLE TURF,ARTIFICIALGRASSWHOLESALES@GMAIL.COM,(818) 896-6633,,(818) 896-6263,,,"IRRIGATION XPRES/SIMPLE TURF
13650 VAUGHN ST.
SAN FERNANDO CA 91340
United States","IRRIGATION XPRES/SIMPLE TURF
13650 VAUGHN ST.
SAN FERNANDO CA 91340
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
359,V649,NOVA DISTINCTIVE FLOORS,M.RODRIGUEZ@NOVAFLOORINGS.COM,(866) 576-2458,,(310) 830-9589,,,"NOVA DISTINCTIVE FLOORS
1710 EAST SEPULVEDA BLVD
CARSON CA 90745
United States","NOVA DISTINCTIVE FLOORS
1710 EAST SEPULVEDA BLVD
CARSON CA 90745
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
359,V649,NOVA DISTINCTIVE FLOORS,M.RODRIGUEZ@NOVAFLOORINGS.COM,(866) 576-2458,,(310) 830-9589,,,"NOVA DISTINCTIVE FLOORS
1710 EAST SEPULVEDA BLVD
CARSON CA 90745
United States","NOVA DISTINCTIVE FLOORS
1710 EAST SEPULVEDA BLVD
CARSON CA 90745
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
360,V650,LATICRETE INTERNATIONAL INC.,CoronaOrderDesk@Laticrete.com,(800) 243-4788,,,,,"LATICRETE INTERNATIONAL INC.
PO BOX 845723
BOSTON,  MA 02284-5723
United States","LATICRETE INTERNATIONAL INC.
PO BOX 845723
BOSTON,  MA 02284-5723
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
360,V650,LATICRETE INTERNATIONAL INC.,CoronaOrderDesk@Laticrete.com,(800) 243-4788,,,,,"LATICRETE INTERNATIONAL INC.
PO BOX 845723
BOSTON,  MA 02284-5723
United States","LATICRETE INTERNATIONAL INC.
PO BOX 845723
BOSTON,  MA 02284-5723
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
361,V652,RUBI TOOLS USA,Ordersusa.us@rubi.com,(305) 715-9892,,,,,"RUBI TOOLS USA INC
3980 W 104th Street, SUITE 6
Hialeah FL 33172
United States","RUBI TOOLS USA INC
3980 W 104th Street, SUITE 6
Hialeah FL 33172
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
361,V652,RUBI TOOLS USA,Ordersusa.us@rubi.com,(305) 715-9892,,,,,"RUBI TOOLS USA INC
3980 W 104th Street, SUITE 6
Hialeah FL 33172
United States","RUBI TOOLS USA INC
3980 W 104th Street, SUITE 6
Hialeah FL 33172
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
362,V653,DISCO TOOLS,info@discotools.com,(562) 984-2600,,(562) 984-2611,,http://www.discotools.com,"DISCO TOOLS
2320 EAST ARTESIA BLVD.
LONG BEACH CA 90805
United States","DISCO TOOLS
2320 EAST ARTESIA BLVD.
LONG BEACH CA 90805
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
362,V653,DISCO TOOLS,info@discotools.com,(562) 984-2600,,(562) 984-2611,,http://www.discotools.com,"DISCO TOOLS
2320 EAST ARTESIA BLVD.
LONG BEACH CA 90805
United States","DISCO TOOLS
2320 EAST ARTESIA BLVD.
LONG BEACH CA 90805
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
363,V654,DEWALT/STANLEY BLACK & DECKER,MARKWEISMANN@MSN.COM,(949) 456-5196,,,,,"DEWALT/STANLEY BLACK & DECKER
701 EAST JOPPA ROAD
BALTIMORE MD 21286
United States","DEWALT/STANLEY BLACK & DECKER
701 EAST JOPPA ROAD
BALTIMORE MD 21286
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
363,V654,DEWALT/STANLEY BLACK & DECKER,MARKWEISMANN@MSN.COM,(949) 456-5196,,,,,"DEWALT/STANLEY BLACK & DECKER
701 EAST JOPPA ROAD
BALTIMORE MD 21286
United States","DEWALT/STANLEY BLACK & DECKER
701 EAST JOPPA ROAD
BALTIMORE MD 21286
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
364,V701,A TRUSTED CO. INC.,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
364,V701,A TRUSTED CO. INC.,,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
365,V702,A & B MARBLE,,,,,,,,,No,2,Elit Tile Consolidated : Total Home Distributors Inc.
365,V702,A & B MARBLE,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
366,V703,AC PRODUCTS CO.,info@acproductsco.com,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
366,V703,AC PRODUCTS CO.,info@acproductsco.com,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
367,V704,AA CABINETRY INC.,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
368,V705,ADOBE TRADING,,,,,,,,,No,9,Elit Tile Consolidated : Tilemart
368,V705,ADOBE TRADING,,,,,,,,,No,10,Elit Tile Consolidated : ElitTile.com
368,V705,ADOBE TRADING,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
368,V705,ADOBE TRADING,,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
368,V705,ADOBE TRADING,,,,,,,,,No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52726,Bring IT,,,,,,,http://https:bringitps.com,"Sales Rep
Bring IT
Eastern St 1234
Chapel Hill NC 27514
United States","warehouse
Bring IT
warehouse st
Raleigh NC 27697
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
52726,Bring IT,,,,,,,http://https:bringitps.com,"Sales Rep
Bring IT
Eastern St 1234
Chapel Hill NC 27514
United States","warehouse
Bring IT
warehouse st
Raleigh NC 27697
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52726,Bring IT,,,,,,,http://https:bringitps.com,"Sales Rep
Bring IT
Eastern St 1234
Chapel Hill NC 27514
United States","warehouse
Bring IT
warehouse st
Raleigh NC 27697
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
52732,ORACLE,,,,,,,,,,Yes,1,Elit Tile Consolidated
52732,ORACLE,,,,,,,,,,Yes,2,Elit Tile Consolidated : Total Home Distributors Inc.
52732,ORACLE,,,,,,,,,,Yes,3,Elit Tile Consolidated : Elit Tile Corp (LA)
52732,ORACLE,,,,,,,,,,Yes,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
52734,THD0002,ARMONIE GRUPPO S.P.A.,alberto.zanotti11@gmail.com,39-0536-889511,,,,,"ARMONIE GRUPPO S.P.A.
VIA STATALE 467, NR. 136 -
CASALGRANDE  42013
Italy","ARMONIE GRUPPO S.P.A.
VIA STATALE 467, NR. 136 -
CASALGRANDE  42013
Italy",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52735,THD0003,BAJA MEX TILE (GARY PINKUS),bajamextile@hotmail.com,(664) 242-6396,,,,,"BAJA MEX TILE
KM. 135.5 PASO DEL AGUILA PO BOX 485
TECATE/ TIJUANA  91980
Mexico","BAJA MEX TILE
KM. 135.5 PASO DEL AGUILA PO BOX 485
TECATE/ TIJUANA  91980
Mexico",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52736,THD0006,BESTILE,j.bosca@bestile.es,,,,,,"BESTILE
PTDA TORRETA S/N
ALCORA  12110
Spain","BESTILE
PTDA TORRETA S/N
ALCORA  12110
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52737,THD0008,CERAMICA SAN NICOLA,renzo_caponcini@yahoo.it,(080) 898-7330,,39-080-8981524,,,"CERAMICHE BASE 2/SAN NICOLA
CONTRADA BOSCARELLO A.C. C.P. 71
CORATO BA  70033
Italy","CERAMICHE BASE 2/SAN NICOLA
CONTRADA BOSCARELLO A.C. C.P. 71
CORATO BA  70033
Italy",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52738,THD0012,ECOCERAMIC,enrico_ferrarini@hotmail.com,964-77-04-11,,964-60-46-84,,,"SABADELL FINANCIAL CENTER
BANCO SABADELL
1111 BRICKELL AVE. SUITE 3010
MIAMI FL 33131
United States","ECOCERAMIC
APARTADO DE CORREOS 160
ONDA CASTELLON  12200
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52739,THD0015,EQUIPE CERAMICAS,davecasey.dc@gmail.com,(714) 743-0505,,,,,"EQUIPE CERAMICAS
FIGUEROLES
CASTELLON  12122
Spain","EQUIPE CERAMICAS
FIGUEROLES
CASTELLON  12122
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52740,THD0016,ESTUDIO CERAMICO,jvilarp@estudioceramico.es,34-629-501-783,,,,,"ESTUDIO CERAMICO
PARTIDA RACHINA SIN
CASTELLON  12130
Spain","ESTUDIO CERAMICO
PARTIDA RACHINA SIN
CASTELLON  12130
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52741,THD0017,EXPOCASA DI VITTORIO CONTE,info@expocasapadova.it,39-049-780-8487,,39-049-781-1239,,,"EXPOCASA DI VITTORIO CONTE
VIA BERNARDINO SCARDEONE, 9
PADOVA  35128
Italy","EXPOCASA DI VITTORIO CONTE
VIA BERNARDINO SCARDEONE, 9
PADOVA  35128
Italy",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52742,THD0018,FLAVIKER,roberto@2point0.it,39-059-9752011,,,,,"FLAVIKER
STRADA STATALE 569 DI VIGNOLA, NR. 226
SOLIGNANO  41014
Italy","FLAVIKER
STRADA STATALE 569 DI VIGNOLA, NR. 226
SOLIGNANO  41014
Italy",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52743,THD0023,HERALGI,domingo@heralgi.com,34-672-332-010,,,,,"HERALGI
CAMI DEL PALMERAL
CASTELLON  12002
Spain","HERALGI
CAMI DEL PALMERAL
CASTELLON  12002
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52744,THD0026,KERADOM S.R.L,rocco.bernini@gmail.com,39-0522-999377,,(052) 284-0645,,,"KERADOM S.R.L
VIA BOTTICELLI, 10
RUBIERA  42048
Italy","KERADOM S.R.L
VIA BOTTICELLI, 10
RUBIERA  42048
Italy",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52745,THD0027,KERLIFE / EPC,paula.epcamerica@gmail.com,34-964-104140,,,,,"KERLIFE / EPC
CTRA. ONDA-VILLARRREAL, KM. 2
ONDA  12200
Spain","KERLIFE / EPC
CTRA. ONDA-VILLARRREAL, KM. 2
ONDA  12200
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52746,THD0028,KING WAY STONE CO. LTD.,kwstonegroup@outlook.com,,,,,,"KING WAY STONE CO. LTD.
R 1608/2102 BAODING MAOYE INTL CENTER NO. 1286 DONGFENG WEST ST.
BAODING CITY, HEBEI PR  71000
China","KING WAY STONE CO. LTD.
R 1608/2102 BAODING MAOYE INTL CENTER NO. 1286 DONGFENG WEST ST.
BAODING CITY, HEBEI PR  71000
China",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52747,THD0031,LONG BUILDING MATERIALS,long_ceramics@hotmail.com,86-13015772668,,,,,"LONG BUILDING MATERIALS
SHOP 3D G/F MONG KOK BLDG NO 93-99 MONG KOK RD
GUANGDONG  
China","LONG BUILDING MATERIALS
SHOP 3D G/F MONG KOK BLDG NO 93-99 MONG KOK RD
GUANGDONG  
China",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52747,THD0031,LONG BUILDING MATERIALS,long_ceramics@hotmail.com,86-13015772668,,,,,"LONG BUILDING MATERIALS
SHOP 3D G/F MONG KOK BLDG NO 93-99 MONG KOK RD
GUANGDONG  
China","LONG BUILDING MATERIALS
SHOP 3D G/F MONG KOK BLDG NO 93-99 MONG KOK RD
GUANGDONG  
China",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
52747,THD0031,LONG BUILDING MATERIALS,long_ceramics@hotmail.com,86-13015772668,,,,,"LONG BUILDING MATERIALS
SHOP 3D G/F MONG KOK BLDG NO 93-99 MONG KOK RD
GUANGDONG  
China","LONG BUILDING MATERIALS
SHOP 3D G/F MONG KOK BLDG NO 93-99 MONG KOK RD
GUANGDONG  
China",No,9,Elit Tile Consolidated : Tilemart
52748,THD0035,NAVARTI,gabriel@coretileworks.com,31-606-364-658,,,,,"NAVARTI
CTRA ONDA VILLARREAL KM. 3,5
CASTELLON  12200
Spain","NAVARTI
CTRA ONDA VILLARREAL KM. 3,5
CASTELLON  12200
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52749,THD0036,NEW KER,jcruz@newker.com,34-697-100-486,,34-964-914-005,,,"NEW KER
C/GRECIA, 63-1C
CASTELLON  12006
Spain","NEW KER
C/GRECIA, 63-1C
CASTELLON  12006
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52750,THD0038,ODYSSEY STONE,info@odysseystone.gr,30-2410-252303,,,,,"ODYSSEY STONE
68 PAPANASTAS ST.
LARISSA  41222
Greece","ODYSSEY STONE
68 PAPANASTAS ST.
LARISSA  41222
Greece",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52751,THD0039,ONICE ONDA INTERNATIONAL CERAMICS,bmolina@oniceramics.com,34-964-911-129,,,,,"ONICE ONDA INTERNATIONAL CERAMICS
PTA. FOYES FERRAES, S/N
CASTELLON  12110
Spain","ONICE ONDA INTERNATIONAL CERAMICS
PTA. FOYES FERRAES, S/N
CASTELLON  12110
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52752,THD0040,ONIX CERAMICA,jm.belsa@onixmosaico.com,34-964-776-287,,,,,"ONIX CERAMICA
AV. REAL DE EXTREMADURA 23
ONDA CASTELLON  12200
Spain","ONIX CERAMICA
AV. REAL DE EXTREMADURA 23
ONDA CASTELLON  12200
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52753,THD0042,OSMONT SALTILLO,oscar.montemayor@yahoo.com.mx,011-52-1-8444-851719,,,,,"OSMONT SALTILLO
QUETZALCAOTL # 293 COLONIA PINOS
SALTILLO  72760
Mexico","OSMONT SALTILLO
QUETZALCAOTL # 293 COLONIA PINOS
SALTILLO  72760
Mexico",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52754,THD0044,PORCELANICOS HDC,gabriel@coretileworks.com,,,,,,"PORCELANICOS HDC
CTRA. CV-160, KM. 16,8 - APDO. 590
CASTELLON  12192
Spain","PORCELANICOS HDC
CTRA. CV-160, KM. 16,8 - APDO. 590
CASTELLON  12192
Spain",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52755,THD0047,REFIN CERAMICHE,refin.usa@gmail.com,(052) 299-0499,,,,,"REFIN CERAMICHE
VIA I MAGGIO 22 SALVATERRA
CASALGRANDE  4203
Italy","REFIN CERAMICHE
VIA I MAGGIO 22 SALVATERRA
CASALGRANDE  4203
Italy",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52756,THD0051,SUPERGRES,refin.usa@gmail.com,39 3356105177,,,,,"SUPERGRES
VIA STATALE 467, NR. 34
CASALGRANDE  42013
Italy","SUPERGRES
VIA STATALE 467, NR. 34
CASALGRANDE  42013
Italy",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52757,THD0055,"XXTC, LTD - XIAMEN XIESHUNFA",sales02@xsfstone.com,(0086)+592-5070487,,,,,"XXTC, LTD - XIAMEN XIESHUNFA
ROOM A 14F ZHENYE BUILDING NO 108 NORTH HUBIN ROAD
XIAMEN  
China","XXTC, LTD - XIAMEN XIESHUNFA
ROOM A 14F ZHENYE BUILDING NO 108 NORTH HUBIN ROAD
XIAMEN  
China",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52834,THD0001,AMERICAN BULLNOSE,la@americanbullnose.com,(714) 630-6042,,(714) 630-6043,,,"AMERICAN BULLNOSE
1049 S MELROSE ST #G
PLACENTIA,  CA 92870
United States","AMERICAN BULLNOSE
1049 S MELROSE ST #G
PLACENTIA,  CA 92870
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52835,THD0004,BASIC CNC ROUTING SERVICE,info@basiccnc.com,(626) 610-3423,,(626) 610-3433,,,"BASIC CNC ROUTING SERVICE
701 SUNSET DR
AZUSA,  CA 91702
United States","BASIC CNC ROUTING SERVICE
701 SUNSET DR
AZUSA,  CA 91702
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52836,THD0005,BEDROSIANS ANAHEIM,mario.trinidad@bedrosians.com,(714) 778-1800,,,,,"BEDROSIANS ANAHEIM
1515 E WINSTON RD.
ANAHEIM CA 92805
United States","BEDROSIANS ANAHEIM
1515 E WINSTON RD.
ANAHEIM CA 92805
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52837,THD0007,BRAVO TILE AND STONE,sales@bravotileandstone.com,(714) 363-3153,,,,,"BRAVO TILE AND STONE
1604 W COLLINS AVE
ORANGE CA 92867
United States","BRAVO TILE AND STONE
1604 W COLLINS AVE
ORANGE CA 92867
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52838,THD0009,CERRAD CORP,greg@pacific-imports.net,,,,,,"CERRAD CORP
525 S. FLAGLER DR. SUITE 301
WEST PALM BEACH,  FL 33401
United States","CERRAD CORP
777 S FLAGLER DR WEST TOWER 8TH FLOOR
WEST PALM BEACH FL 33401
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52839,THD0010,DAL TILE,anaheim@daltile.com,(323) 257-7553,,(805) 642-2122,,,"DAL TILE
3378 N SAN FERNANDO RD
LOS ANGELES CA 90065
United States","DAL TILE
3378 N SAN FERNANDO RD
LOS ANGELES CA 90065
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52840,THD0011,DIOKO USA,diokousa@gmail.com,(714) 833-9231,,,,,"DIOKO USA
88 REHNBOG DR.
BUENA PARK CA 90621
United States","DIOKO USA
88 REHNBOG DR.
BUENA PARK CA 90621
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52841,THD0013,ELIT TILE CORP,,(323) 930-5300,,(323) 930-5303,,,"ELIT TILE CORP
4677 W. PICO BLVD
LOS ANGELES CA 90019
United States","ELIT TILE CORP
4677 W. PICO BLVD
LOS ANGELES CA 90019
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52843,THD0019,FLORIM USA,enrico_ferrarini@hotmail.com,(877) 356-7461,,,,,"FLORIM USA
P.O. BOX 646
CLARKSVILLE TN 37041
United States","FLORIM USA
P.O. BOX 646
CLARKSVILLE TN 37041
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52844,THD0020,FREIGHTQUOTE,,1 (800) 323-5441,,,,,"FREIGHTQUOTE
901 WEST CARONDELET DR.
KANSAS CITY MO 64114
United States","FREIGHTQUOTE
901 WEST CARONDELET DR.
KANSAS CITY MO 64114
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52847,THD0024,"INTERNATIONAL TILE & STONE, INC.",logistics@elittile.com,(818) 255-5500,,(818) 255-5520,,,"INTERNATIONAL TILE & STONE, INC.
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States","INTERNATIONAL TILE & STONE, INC.
12555 SHERMAN WAY
NORTH HOLLYWOOD CA 91605
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52848,THD0025,IRIS USA,wramos@irisus.com,(800) 323-9906,,(714) 778-9751,,,"IRIS USA
1360 VERNON ST
ANAHEIM CA 92805
United States","IRIS USA
1360 VERNON ST
ANAHEIM CA 92805
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52849,THD0029,LAUFEN/ROCA,ivan@theninelab.com,(714) 284-1124,,(855) 661-7127,,,"LAUFEN/ROCA
1222 E. HOWELL AVE #2
ANAHEIM CA 92805
United States","LAUFEN/ROCA
1222 E. HOWELL AVE #2
ANAHEIM CA 92805
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52850,THD0030,LEE JENNINGS TARGET EXPRESS,,1 (909) 591-1737,,(909) 690-4606,,,"LEE JENNINGS TARGET EXPRESS
1465 E. FRANKLIN AVE.
POMONA CA 91766
United States","LEE JENNINGS TARGET EXPRESS
1465 E. FRANKLIN AVE.
POMONA CA 91766
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52851,THD0032,M & S DISTRIBUTION,mjackson@mandsdist.com,(913) 888-8453,,(913) 888-8456,,,"M & S DISTRIBUTION
9112 NIEMAN RD
OVERLAND PARK KS 66214
United States","M & S DISTRIBUTION
9112 NIEMAN RD
OVERLAND PARK KS 66214
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52852,THD0033,MS INTERNATIONAL,mark@msisurfaces.com,(714) 685-7584,,(714) 685-7589,,,"MS INTERNATIONAL
9111 SUNLAND BLVD.
SUN VALLEY CA 91352
United States","MS INTERNATIONAL
9111 SUNLAND BLVD.
SUN VALLEY CA 91352
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52854,THD0037,NU WA STONE,gracie@nuwastoneinc.com,(714) 850-1188,,,,,"NU WA STONE
14271 JEFFREY RD #345
IRVINE CA 92620
United States","NU WA STONE
14271 JEFFREY RD #345
IRVINE CA 92620
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52855,THD0041,ORION TILE RIALTO,sam@orionflooring.com,(909) 746-0207,,,,,"ORION TILE RIALTO
363 W. VALLEY BLVD.
RIALTO CA 92376
United States","ORION TILE RIALTO
363 W. VALLEY BLVD.
RIALTO CA 92376
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52856,THD0043,PAPER MART,,(800) 745-8800,,,,,"PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States","PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52856,THD0043,PAPER MART,,(800) 745-8800,,,,,"PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States","PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States",No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
52856,THD0043,PAPER MART,,(800) 745-8800,,,,,"PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States","PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States",No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
52856,THD0043,PAPER MART,,(800) 745-8800,,,,,"PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States","PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States",No,9,Elit Tile Consolidated : Tilemart
52856,THD0043,PAPER MART,,(800) 745-8800,,,,,"PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States","PAPER MART
2164 N BATAVIA ST.
ORANGE CA 92865
United States",No,10,Elit Tile Consolidated : ElitTile.com
52858,THD0046,PRECICUT,julio.precicut@gmail.com,(626) 812-5388,,,,,"PRECICUT
1541 W. MCKINLEY ST.
AZUSA CA 91072
United States","PRECICUT
1541 W. MCKINLEY ST.
AZUSA CA 91072
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52860,THD0049,"SOON IL INDUSTRIAL CO., LTD",kweon111@gmail.com,82-31-642-6710,,82-31-642-7251,,,"SOON IL INDUSTRIAL CO., LTD
106 USUK-RI, JANGHOWON-EUP, ICHON-SI
KYOUNGGI-DO  
Korea, Republic of","SOON IL INDUSTRIAL CO., LTD
106 USUK-RI, JANGHOWON-EUP, ICHON-SI
KYOUNGGI-DO  
Korea, Republic of",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52861,THD0050,STYLE ACCESS LLC,avi@style-access.com,(714) 683-0727,,,,,"STYLE ACCESS LLC
1370 CALDWELL CIR.
ANAHEIM CA 92805
United States","STYLE ACCESS LLC
1370 CALDWELL CIR.
ANAHEIM CA 92805
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52862,THD0052,TH GONZALEZ,,1 (830) 773-2325,,1-338-6406,,,"T. H. GONZALEZ
1100 INDUSTRIAL BLVD.
EAGLE PASS TX 78852
United States","T. H. GONZALEZ
1100 INDUSTRIAL BLVD.
EAGLE PASS TX 78852
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52863,THD0053,UNITED PARCEL SERVICE,,(877) 289-6418,,,,,"UNITED PARCEL SERVICE
13027 VICTORY BLVD
NORTH HOLLYWOOD CA 91606
United States","UNITED PARCEL SERVICE
13027 VICTORY BLVD
NORTH HOLLYWOOD CA 91606
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
52864,THD0054,WOW TILE,mholt@wowdesigneu.com,(703) 910-6162,,,,,"WOW TILE
1550 STATE COLLEGE BLVD
ANAHEIM CA 92806
United States","WOW TILE
1550 STATE COLLEGE BLVD
ANAHEIM CA 92806
United States",No,2,Elit Tile Consolidated : Total Home Distributors Inc.
53457,OBVEN-001,Historical AP Vendor,,,,,,,,,No,4,Elit Tile Consolidated : International Tile and Stone Inc. (noho)
53457,OBVEN-001,Historical AP Vendor,,,,,,,,,No,1,Elit Tile Consolidated
53457,OBVEN-001,Historical AP Vendor,,,,,,,,,No,2,Elit Tile Consolidated : Total Home Distributors Inc.
53457,OBVEN-001,Historical AP Vendor,,,,,,,,,No,3,Elit Tile Consolidated : Elit Tile Corp (LA)
53459,THD0058,UNIPAC CONTINENTAL,CONNIEC@CACHB.COM,,,(800) 352-0526 F.,,,"UNIPAC CONTINENTAL
United States","UNIPAC CONTINENTAL
United States",Yes,2,Elit Tile Consolidated : Total Home Distributors Inc.
